,query_id,tag,confidence
0,INEX_LD-20120111,ENTITY/Vietnam_War,1.0
1,INEX_LD-20120111,ENTITY/War_film,1.0
2,INEX_LD-20120112,ENTITY/Vietnam_War,1.0
3,INEX_LD-20120112,ENTITY/Fact,1.0
4,INEX_LD-20120121,ENTITY/Vietnam,1.0
5,INEX_LD-20120121,ENTITY/Food,1.0
6,INEX_LD-20120121,ENTITY/Recipe,1.0
7,INEX_LD-20120122,ENTITY/Vietnamese_cuisine,1.0
8,INEX_LD-20120122,ENTITY/Glossary_of_blogging,1.0
9,INEX_LD-20120122,ENTITY/Blog,1.0
10,INEX_LD-20120131,ENTITY/Vietnam,1.0
11,INEX_LD-20120131,ENTITY/Tourism,1.0
12,INEX_LD-20120131,ENTITY/National_park,1.0
13,INEX_LD-20120132,ENTITY/Vietnam,1.0
14,INEX_LD-20120132,ENTITY/Travel,1.0
15,INEX_LD-20120132,ENTITY/Airport,1.0
16,INEX_LD-20120211,ENTITY/Guitar_chord,1.0
17,INEX_LD-20120211,ENTITY/Musical_tuning,1.0
18,INEX_LD-20120212,ENTITY/Guitar_chord,1.0
19,INEX_LD-20120212,ENTITY/Minor_scale,1.0
20,INEX_LD-20120221,ENTITY/Guitar,1.0
21,INEX_LD-20120221,ENTITY/Classical_guitar,1.0
22,INEX_LD-20120221,ENTITY/Flamenco,1.0
23,INEX_LD-20120222,ENTITY/Guitar,1.0
24,INEX_LD-20120222,ENTITY/Classical_music,1.0
25,INEX_LD-20120222,ENTITY/Johann_Sebastian_Bach,1.0
26,INEX_LD-20120231,ENTITY/Guitar,1.0
27,INEX_LD-20120231,ENTITY/Origin_(band),1.0
28,INEX_LD-20120231,ENTITY/Russia,1.0
29,INEX_LD-20120232,ENTITY/Guitar,1.0
30,INEX_LD-20120232,ENTITY/Origin_Records,1.0
31,INEX_LD-20120232,ENTITY/Blues,1.0
32,INEX_LD-20120311,ENTITY/Tango,1.0
33,INEX_LD-20120311,ENTITY/Culture,1.0
34,INEX_LD-20120311,ENTITY/Film,1.0
35,INEX_LD-20120312,ENTITY/Tango_music,1.0
36,INEX_LD-20120312,ENTITY/Culture,1.0
37,INEX_LD-20120312,ENTITY/Nation,1.0
38,INEX_LD-20120321,ENTITY/Tango_music,1.0
39,INEX_LD-20120321,ENTITY/Music_of_Bengal,1.0
40,INEX_LD-20120322,ENTITY/Tango_music,1.0
41,INEX_LD-20120322,ENTITY/Musical_instrument,1.0
42,INEX_LD-20120331,ENTITY/Tango,1.0
43,INEX_LD-20120331,ENTITY/Tango,1.0
44,INEX_LD-20120331,ENTITY/Music_genre,1.0
45,INEX_LD-20120332,ENTITY/Tango,1.0
46,INEX_LD-20120332,ENTITY/Tango,1.0
47,INEX_LD-20120332,ENTITY/History_of_dance,1.0
48,INEX_LD-20120411,ENTITY/Bicycle,1.0
49,INEX_LD-20120411,ENTITY/Sport,1.0
50,INEX_LD-20120411,ENTITY/Racing,1.0
51,INEX_LD-20120412,ENTITY/Bicycle,1.0
52,INEX_LD-20120412,ENTITY/Sport,1.0
53,INEX_LD-20120412,ENTITY/Olympic_sports,1.0
54,INEX_LD-20120421,ENTITY/Bicycle,1.0
55,INEX_LD-20120421,ENTITY/Vacation,1.0
56,INEX_LD-20120421,ENTITY/New_England_town,1.0
57,INEX_LD-20120422,ENTITY/Bicycle,1.0
58,INEX_LD-20120422,ENTITY/Holiday,1.0
59,INEX_LD-20120422,ENTITY/Nature,1.0
60,INEX_LD-20120431,ENTITY/Bicycle,1.0
61,INEX_LD-20120431,ENTITY/Health,1.0
62,INEX_LD-20120431,ENTITY/Health,1.0
63,INEX_LD-20120432,ENTITY/Bicycle,1.0
64,INEX_LD-20120432,ENTITY/Health,1.0
65,INEX_LD-20120432,ENTITY/Environmental_policy,1.0
66,INEX_LD-20120511,ENTITY/Woman,1.0
67,INEX_LD-20120511,ENTITY/Rock_music,1.0
68,INEX_LD-20120511,ENTITY/Singing,1.0
69,INEX_LD-20120512,ENTITY/Koreans,1.0
70,INEX_LD-20120512,ENTITY/Girl_group,1.0
71,INEX_LD-20120521,ENTITY/Electronic_music,1.0
72,INEX_LD-20120521,ENTITY/Music_genre,1.0
73,INEX_LD-20120522,ENTITY/Digital_audio,1.0
74,INEX_LD-20120522,ENTITY/Scorewriter,1.0
75,INEX_LD-20120522,ENTITY/Audio_file_format,1.0
76,INEX_LD-20120531,ENTITY/Music,1.0
77,INEX_LD-20120531,ENTITY/Athletic_conference,1.0
78,INEX_LD-20120532,ENTITY/Intellectual_property,1.0
79,INEX_LD-20120532,ENTITY/Intellectual_property,1.0
80,INEX_LD-20120532,ENTITY/Lobbying,1.0
81,INEX_LD-2009022,ENTITY/Sichuan,1.0
82,INEX_LD-2009022,ENTITY/Dish_(food),1.0
83,INEX_LD-2009022,ENTITY/Food,1.0
84,INEX_LD-2009022,ENTITY/Cuisine,1.0
85,INEX_LD-2009039,ENTITY/Ancient_Roman_architecture,1.0
86,INEX_LD-2009053,ENTITY/Finland,1.0
87,INEX_LD-2009053,ENTITY/Automotive_industry,1.0
88,INEX_LD-2009053,ENTITY/Automotive_industry,1.0
89,INEX_LD-2009053,ENTITY/Saab_Automobile,1.0
90,INEX_LD-2009053,ENTITY/Sisu_Auto,1.0
91,INEX_LD-2009061,ENTITY/France,1.0
92,INEX_LD-2009061,ENTITY/World_War_II,1.0
93,INEX_LD-2009061,ENTITY/Normandy,1.0
94,INEX_LD-2009062,ENTITY/Social_network,1.0
95,INEX_LD-2009062,ENTITY/Group_selection,1.0
96,INEX_LD-2009063,ENTITY/Normandy_landings,1.0
97,INEX_LD-2009063,ENTITY/Operation_Overlord,1.0
98,INEX_LD-2009063,ENTITY/Invasion_of_Normandy,1.0
99,INEX_LD-2009074,ENTITY/PageRank,1.0
100,INEX_LD-2009074,ENTITY/Scoring_algorithm,1.0
101,INEX_LD-2009096,ENTITY/Eiffel_(programming_language),1.0
102,INEX_LD-2009111,ENTITY/Europe,1.0
103,INEX_LD-2009111,ENTITY/Solar_power,1.0
104,INEX_LD-2009115,ENTITY/Virtual_museum,1.0
105,INEX_LD-2010004,ENTITY/Indian_cuisine,1.0
106,INEX_LD-2010014,ENTITY/Composer,1.0
107,INEX_LD-2010014,ENTITY/Museum,1.0
108,INEX_LD-2010019,ENTITY/Gallo-Roman_culture,1.0
109,INEX_LD-2010019,ENTITY/Ancient_Roman_architecture,1.0
110,INEX_LD-2010019,ENTITY/Paris,1.0
111,INEX_LD-2010020,ENTITY/Electricity,1.0
112,INEX_LD-2010020,ENTITY/Field-effect_transistor,1.0
113,INEX_LD-2010020,ENTITY/French_poetry,1.0
114,INEX_LD-2010037,ENTITY/Social_network,1.0
115,INEX_LD-2010037,ENTITY/Application_programming_interface,1.0
116,INEX_LD-2010043,ENTITY/Film,1.0
117,INEX_LD-2010043,ENTITY/Surrealist_cinema,1.0
118,INEX_LD-2010043,ENTITY/Category_of_being,1.0
119,INEX_LD-2010057,ENTITY/Albert_Einstein,1.0
120,INEX_LD-2010057,ENTITY/Theory_of_relativity,1.0
121,INEX_LD-2010069,ENTITY/Summer,1.0
122,INEX_LD-2010069,ENTITY/Flower,1.0
123,INEX_LD-2010100,ENTITY/House,1.0
124,INEX_LD-2010100,ENTITY/Concrete,1.0
125,INEX_LD-2010100,ENTITY/Wood,1.0
126,INEX_LD-2010106,ENTITY/Organic_food,1.0
127,INEX_LD-2010106,ENTITY/Hydroelectricity,1.0
128,INEX_LD-2012301,ENTITY/Niagara_Falls,1.0
129,INEX_LD-2012301,ENTITY/Abiogenesis,1.0
130,INEX_LD-2012301,ENTITY/Lake,1.0
131,INEX_LD-2012303,ENTITY/Coccidioidomycosis,1.0
132,INEX_LD-2012303,ENTITY/Mycosis,1.0
133,INEX_LD-2012303,ENTITY/San_Joaquin_Valley,1.0
134,INEX_LD-2012305,ENTITY/North_Dakota,1.0
135,INEX_LD-2012305,ENTITY/River,1.0
136,INEX_LD-2012305,ENTITY/Human_skin_color,1.0
137,INEX_LD-2012307,ENTITY/President_of_the_United_States,1.0
138,INEX_LD-2012307,ENTITY/Millard_Fillmore,1.0
139,INEX_LD-2012307,ENTITY/Oath_of_office,1.0
140,INEX_LD-2012307,ENTITY/William_R._Day,1.0
141,INEX_LD-2012309,ENTITY/Resident_(title),1.0
142,INEX_LD-2012309,ENTITY/Small_Island_(film),1.0
143,INEX_LD-2012309,ENTITY/Island_City_(1994_film),1.0
144,INEX_LD-2012309,ENTITY/City-state,1.0
145,INEX_LD-2012309,ENTITY/Malay_Peninsula,1.0
146,INEX_LD-2012309,ENTITY/Chinese_people,1.0
147,INEX_LD-2012311,ENTITY/John_Lennon,1.0
148,INEX_LD-2012311,ENTITY/Yoko_Ono,1.0
149,INEX_LD-2012311,ENTITY/LP_record,1.0
150,INEX_LD-2012311,ENTITY/(Just_Like)_Starting_Over,1.0
151,INEX_LD-2012313,ENTITY/John_Turturro,1.0
152,INEX_LD-2012313,ENTITY/Coen_brothers,1.0
153,INEX_LD-2012313,ENTITY/Film_director,1.0
154,INEX_LD-2012315,ENTITY/Baguio,1.0
155,INEX_LD-2012315,ENTITY/Quezon_City,1.0
156,INEX_LD-2012315,ENTITY/Manila,1.0
157,INEX_LD-2012315,ENTITY/Official_language,1.0
158,INEX_LD-2012315,ENTITY/Independence,1.0
159,INEX_LD-2012317,ENTITY/Orbital_inclination,1.0
160,INEX_LD-2012317,ENTITY/Crime_Writers'_Association,1.0
161,INEX_LD-2012317,ENTITY/Novel,1.0
162,INEX_LD-2012317,ENTITY/Sons_and_Lovers,1.0
163,INEX_LD-2012318,ENTITY/Film_director,1.0
164,INEX_LD-2012318,ENTITY/Béla_I_of_Hungary,1.0
165,INEX_LD-2012318,ENTITY/Glen_or_Glenda,1.0
166,INEX_LD-2012318,ENTITY/Bride_of_Frankenstein_(character),1.0
167,INEX_LD-2012318,ENTITY/Monster_(2003_film),1.0
168,INEX_LD-2012318,ENTITY/Plan_9_from_Outer_Space,1.0
169,INEX_LD-2012319,ENTITY/Short_story,1.0
170,INEX_LD-2012319,ENTITY/Short_story,1.0
171,INEX_LD-2012319,ENTITY/Alice_Munro,1.0
172,INEX_LD-2012319,ENTITY/Coming_out,1.0
173,INEX_LD-2012321,ENTITY/Asian_people,1.0
174,INEX_LD-2012321,ENTITY/Port_State_Control,1.0
175,INEX_LD-2012321,ENTITY/City,1.0
176,INEX_LD-2012321,ENTITY/Stamford_Raffles,1.0
177,INEX_LD-2012321,ENTITY/Stamford_Raffles,1.0
178,INEX_LD-2012323,ENTITY/Glacier,1.0
179,INEX_LD-2012323,ENTITY/Island_country,1.0
180,INEX_LD-2012323,ENTITY/Langjökull,1.0
181,INEX_LD-2012323,ENTITY/Hofsjökull,1.0
182,INEX_LD-2012323,ENTITY/Vatnajökull,1.0
183,INEX_LD-2012325,ENTITY/Inheritance,1.0
184,INEX_LD-2012325,ENTITY/James_G._Blaine,1.0
185,INEX_LD-2012325,ENTITY/Law,1.0
186,INEX_LD-2012327,ENTITY/Beloved_(1998_film),1.0
187,INEX_LD-2012327,ENTITY/Author,1.0
188,INEX_LD-2012327,ENTITY/African_Americans,1.0
189,INEX_LD-2012327,ENTITY/Nobel_Prize_in_Literature,1.0
190,INEX_LD-2012329,ENTITY/Sweden,1.0
191,INEX_LD-2012329,ENTITY/Iceland,1.0
192,INEX_LD-2012329,ENTITY/Currency,1.0
193,INEX_LD-2012331,ENTITY/Seoul,1.0
194,INEX_LD-2012331,ENTITY/Korea,1.0
195,INEX_LD-2012331,ENTITY/River,1.0
196,INEX_LD-2012331,ENTITY/Hydronym,1.0
197,INEX_LD-2012331,ENTITY/Ethnic_group,1.0
198,INEX_LD-2012331,ENTITY/China,1.0
199,INEX_LD-2012333,ENTITY/Prime_Minister_of_Canada,1.0
200,INEX_LD-2012333,ENTITY/Prime_Minister_of_Canada,1.0
201,INEX_LD-2012333,ENTITY/Canada,1.0
202,INEX_LD-2012333,ENTITY/Nickname,1.0
203,INEX_LD-2012333,ENTITY/Silver,1.0
204,INEX_LD-2012333,ENTITY/Wilfrid_Laurier,1.0
205,INEX_LD-2012333,ENTITY/Unbroken_(film),1.0
206,INEX_LD-2012333,ENTITY/Term_of_office,1.0
207,INEX_LD-2012335,ENTITY/President_of_the_United_States,1.0
208,INEX_LD-2012335,ENTITY/Authorization,1.0
209,INEX_LD-2012335,ENTITY/Nuclear_weapon,1.0
210,INEX_LD-2012335,ENTITY/Empire_of_Japan,1.0
211,INEX_LD-2012336,ENTITY/Northern_Territory,1.0
212,INEX_LD-2012336,ENTITY/Papua_Island,1.0
213,INEX_LD-2012336,ENTITY/Australia,1.0
214,INEX_LD-2012337,"ENTITY/Texas_City,_Texas",1.0
215,INEX_LD-2012337,ENTITY/Baylor_University,1.0
216,INEX_LD-2012337,ENTITY/Tornado,1.0
217,INEX_LD-2012339,ENTITY/Nelson_Mandela,1.0
218,INEX_LD-2012339,ENTITY/John_Langalibalele_Dube,1.0
219,INEX_LD-2012341,ENTITY/Houston,1.0
220,INEX_LD-2012341,ENTITY/Airport,1.0
221,INEX_LD-2012341,ENTITY/President_of_the_United_States,1.0
222,INEX_LD-2012343,ENTITY/The_Heart_of_a_Woman,1.0
223,INEX_LD-2012343,ENTITY/Poetry,1.0
224,INEX_LD-2012343,ENTITY/Autobiography,1.0
225,INEX_LD-2012345,ENTITY/Assassination_of_John_F._Kennedy,1.0
226,INEX_LD-2012345,ENTITY/Governor_of_Texas,1.0
227,INEX_LD-2012347,ENTITY/County_seat,1.0
228,INEX_LD-2012347,ENTITY/Florida,1.0
229,INEX_LD-2012347,ENTITY/Venezuela,1.0
230,INEX_LD-2012347,"ENTITY/Miami-Dade_County,_Florida",1.0
231,INEX_LD-2012349,"ENTITY/Alexander_Nevsky_Cathedral,_Sofia",1.0
232,INEX_LD-2012349,ENTITY/Bulgarians,1.0
233,INEX_LD-2012349,ENTITY/City_of_London,1.0
234,INEX_LD-2012349,ENTITY/Liberation_of_Bulgaria,1.0
235,INEX_LD-2012349,ENTITY/Ottoman_Empire,1.0
236,INEX_LD-2012351,ENTITY/Indian_cuisine,1.0
237,INEX_LD-2012351,ENTITY/Dish_(food),1.0
238,INEX_LD-2012351,ENTITY/Rice,1.0
239,INEX_LD-2012351,ENTITY/Dal,1.0
240,INEX_LD-2012351,ENTITY/Vegetable,1.0
241,INEX_LD-2012351,ENTITY/Roti,1.0
242,INEX_LD-2012351,ENTITY/Papadum,1.0
243,INEX_LD-2012353,ENTITY/Nation_state,1.0
244,INEX_LD-2012353,ENTITY/German_language,1.0
245,INEX_LD-2012354,ENTITY/The_Greatest_(Cat_Power_album),1.0
246,INEX_LD-2012354,ENTITY/Guitar,1.0
247,INEX_LD-2012355,ENTITY/England_national_football_team,1.0
248,INEX_LD-2012355,ENTITY/Association_football,1.0
249,INEX_LD-2012355,ENTITY/Association_football,1.0
250,INEX_LD-2012357,ENTITY/Ballet_dancer,1.0
251,INEX_LD-2012357,ENTITY/Bolshoi_Theatre,1.0
252,INEX_LD-2012359,ENTITY/Bob_Ricker,1.0
253,INEX_LD-2012359,ENTITY/Board_of_directors,1.0
254,INEX_LD-2012359,ENTITY/Front_organization,1.0
255,INEX_LD-2012359,ENTITY/Gun_politics_in_the_United_States,1.0
256,INEX_LD-2012361,ENTITY/ARIA_Music_Awards,1.0
257,INEX_LD-2012361,ENTITY/Actor,1.0
258,INEX_LD-2012361,ENTITY/Singing,1.0
259,INEX_LD-2012363,ENTITY/United_States,1.0
260,INEX_LD-2012363,ENTITY/Minnesota_Twins,1.0
261,INEX_LD-2012363,ENTITY/Professional_sports,1.0
262,INEX_LD-2012363,ENTITY/Tennis,1.0
263,INEX_LD-2012363,ENTITY/Minor_League_Baseball,1.0
264,INEX_LD-2012363,ENTITY/Baseball,1.0
265,INEX_LD-2012365,ENTITY/Mathematician,1.0
266,INEX_LD-2012365,ENTITY/Computer_scientist,1.0
267,INEX_LD-2012365,ENTITY/Massachusetts_Institute_of_Technology,1.0
268,INEX_LD-2012365,ENTITY/Inauguration,1.0
269,INEX_LD-2012365,ENTITY/Margaret_MacVicar,1.0
270,INEX_LD-2012365,ENTITY/Professor,1.0
271,INEX_LD-2012365,ENTITY/Fellow,1.0
272,INEX_LD-2012367,ENTITY/Invention,1.0
273,INEX_LD-2012367,ENTITY/Telescope,1.0
274,INEX_LD-2012369,ENTITY/Civil_society,1.0
275,INEX_LD-2012369,ENTITY/Military_aviation,1.0
276,INEX_LD-2012369,ENTITY/Airport,1.0
277,INEX_LD-2012371,ENTITY/The_Most_Beautiful,1.0
278,INEX_LD-2012371,ENTITY/Beauty,1.0
279,INEX_LD-2012371,ENTITY/Rail_transport,1.0
280,INEX_LD-2012371,ENTITY/Train_station,1.0
281,INEX_LD-2012371,ENTITY/World,1.0
282,INEX_LD-2012371,ENTITY/City_status_in_the_United_Kingdom,1.0
283,INEX_LD-2012372,ENTITY/History,1.0
284,INEX_LD-2012372,ENTITY/In_the_Battlefields,1.0
285,INEX_LD-2012373,ENTITY/Bird,1.0
286,INEX_LD-2012373,ENTITY/Fly,1.0
287,INEX_LD-2012375,ENTITY/Animal,1.0
288,INEX_LD-2012375,ENTITY/George_Tradescant_Lay,1.0
289,INEX_LD-2012375,ENTITY/Egg,1.0
290,INEX_LD-2012375,ENTITY/Mammal,1.0
291,INEX_LD-2012377,ENTITY/World_War_I,1.0
292,INEX_LD-2012381,ENTITY/Film_director,1.0
293,INEX_LD-2012381,ENTITY/Film_director,1.0
294,INEX_LD-2012381,ENTITY/Block_Buster!,1.0
295,INEX_LD-2012383,ENTITY/Computer_science,1.0
296,INEX_LD-2012383,ENTITY/1956_Atlantic_R6D-1_disappearance,1.0
297,INEX_LD-2012383,ENTITY/Maritime_transport,1.0
298,INEX_LD-2012385,ENTITY/Politics,1.0
299,INEX_LD-2012385,ENTITY/Vegetarianism,1.0
300,INEX_LD-2012387,ENTITY/River,1.0
301,INEX_LD-2012387,ENTITY/Myitsone_Dam,1.0
302,INEX_LD-2012389,ENTITY/Shark,1.0
303,INEX_LD-2012389,ENTITY/Gulf_of_Mexico,1.0
304,INEX_LD-2012389,ENTITY/Indian_Ocean,1.0
305,INEX_LD-2012390,ENTITY/Baseball,1.0
306,INEX_LD-2012390,ENTITY/Baseball,1.0
307,INEX_LD-2012390,ENTITY/Home_run,1.0
308,INEX_LD-2012390,ENTITY/National_League,1.0
309,INEX_XER-60,ENTITY/Sailing_at_the_Summer_Olympics,1.0
310,INEX_XER-60,ENTITY/Dinghy_sailing,1.0
311,INEX_XER-62,ENTITY/Neil_Gaiman,1.0
312,INEX_XER-62,ENTITY/David_S._Goyer,1.0
313,INEX_XER-63,ENTITY/Hugo_Award,1.0
314,INEX_XER-63,ENTITY/Charles_Best_(medical_scientist),1.0
315,INEX_XER-63,ENTITY/David_S._Goyer,1.0
316,INEX_XER-64,ENTITY/Alan_Moore,1.0
317,INEX_XER-64,ENTITY/Graphic_novel,1.0
318,INEX_XER-64,ENTITY/Film_adaptation,1.0
319,INEX_XER-64,ENTITY/Film,1.0
320,INEX_XER-65,ENTITY/Pacific_Ocean,1.0
321,INEX_XER-65,ENTITY/Navigator,1.0
322,INEX_XER-65,ENTITY/Australia,1.0
323,INEX_XER-65,ENTITY/Exploration,1.0
324,INEX_XER-67,"ENTITY/Ferris,_Texas",1.0
325,INEX_XER-67,ENTITY/Ferris_wheel,1.0
326,INEX_XER-72,ENTITY/Cinema_of_Bangladesh,1.0
327,INEX_XER-72,ENTITY/Cinematography,1.0
328,INEX_XER-72,ENTITY/Venice_Film_Festival,1.0
329,INEX_XER-73,ENTITY/Magazine,1.0
330,INEX_XER-73,ENTITY/Independent_music,1.0
331,INEX_XER-74,ENTITY/Circus,1.0
332,INEX_XER-74,ENTITY/Mammal,1.0
333,INEX_XER-79,ENTITY/Iannis_Xenakis,1.0
334,INEX_XER-79,ENTITY/Charles_Rennie_Mackintosh,1.0
335,INEX_XER-81,ENTITY/Film,1.0
336,INEX_XER-81,ENTITY/English_language,1.0
337,INEX_XER-81,ENTITY/Hooliganism,1.0
338,INEX_XER-86,ENTITY/Angle_of_list,1.0
339,INEX_XER-86,ENTITY/Nation,1.0
340,INEX_XER-86,ENTITY/World_War_II,1.0
341,INEX_XER-87,ENTITY/Axis_powers,1.0
342,INEX_XER-88,ENTITY/Norse_mythology,1.0
343,INEX_XER-88,ENTITY/Author,1.0
344,INEX_XER-88,ENTITY/Children's_literature,1.0
345,INEX_XER-91,ENTITY/Paul_Auster,1.0
346,INEX_XER-91,ENTITY/Novel,1.0
347,INEX_XER-94,ENTITY/Hybrid_vehicle,1.0
348,INEX_XER-94,ENTITY/Europe,1.0
349,INEX_XER-95,ENTITY/Tom_Hanks,1.0
350,INEX_XER-95,ENTITY/Film,1.0
351,INEX_XER-95,ENTITY/Theatre,1.0
352,INEX_XER-95,ENTITY/Leading_actor,1.0
353,INEX_XER-96,ENTITY/Purely_functional,1.0
354,INEX_XER-96,ENTITY/Object-oriented_programming,1.0
355,INEX_XER-96,ENTITY/Programming_language,1.0
356,INEX_XER-97,ENTITY/Compiler,1.0
357,INEX_XER-97,ENTITY/CAN_bus,1.0
358,INEX_XER-98,ENTITY/From_the_Makers_of...,1.0
359,INEX_XER-98,ENTITY/Tennis,1.0
360,INEX_XER-98,ENTITY/Tennis,1.0
361,INEX_XER-98,ENTITY/Racket_(sports_equipment),1.0
362,INEX_XER-99,ENTITY/Computer,1.0
363,INEX_XER-99,ENTITY/Computer,1.0
364,INEX_XER-99,ENTITY/Recursive_acronym,1.0
365,INEX_XER-99,ENTITY/Filename,1.0
366,INEX_XER-100,ENTITY/Operating_system,1.0
367,INEX_XER-100,ENTITY/Steve_Jobs,1.0
368,INEX_XER-106,ENTITY/Nobility,1.0
369,INEX_XER-106,ENTITY/English_people,1.0
370,INEX_XER-106,ENTITY/English_people,1.0
371,INEX_XER-106,ENTITY/Hundred_Years'_War,1.0
372,INEX_XER-108,ENTITY/Washington_Capitals,1.0
373,INEX_XER-108,ENTITY/United_States,1.0
374,INEX_XER-109,ENTITY/National_Register_of_Historic_Places,1.0
375,INEX_XER-109,ENTITY/Capital_(architecture),1.0
376,INEX_XER-109,ENTITY/Aegean_Islands,1.0
377,INEX_XER-110,ENTITY/Nobel_Prize_in_Literature,1.0
378,INEX_XER-110,ENTITY/Academy_Award_for_Best_Original_Song,1.0
379,INEX_XER-110,ENTITY/Poetry,1.0
380,INEX_XER-113,ENTITY/Formula_One,1.0
381,INEX_XER-113,ENTITY/Auto_racing,1.0
382,INEX_XER-113,ENTITY/2014_FIFA_Club_World_Cup,1.0
383,INEX_XER-113,ENTITY/Monaco_Grand_Prix,1.0
384,INEX_XER-114,ENTITY/Formula_One,1.0
385,INEX_XER-114,ENTITY/Auto_racing,1.0
386,INEX_XER-114,ENTITY/Europe,1.0
387,INEX_XER-115,ENTITY/Formula_One,1.0
388,INEX_XER-115,ENTITY/John_Tesh,1.0
389,INEX_XER-115,ENTITY/Formula_One,1.0
390,INEX_XER-115,ENTITY/Champion,1.0
391,INEX_XER-116,ENTITY/Italians,1.0
392,INEX_XER-116,ENTITY/Nobel_Prize,1.0
393,INEX_XER-116,ENTITY/Prize_Winners,1.0
394,INEX_XER-116,ENTITY/SASTRA_Ramanujan_Prize,1.0
395,INEX_XER-117,ENTITY/Musician,1.0
396,INEX_XER-117,ENTITY/The_Blues_Brothers,1.0
397,INEX_XER-117,ENTITY/Film,1.0
398,INEX_XER-118,ENTITY/France,1.0
